question_id,desatualizada,generation_policy,assunto,type_question,historical_answer,current_law_status,current_answer,claim_terms
778190,True,outdated_verified_generate_current_law_card,Demais Resoluções CONTRAN,CERTO_ERRADO,E,verified,ERRADO,capacete
805508,True,outdated_discard_do_not_generate_study_card,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,,discard,,habilitação
875304,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,E,needs_audit,,habilitação
916974,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,C,needs_audit,,40%; dimensões
916975,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,D,needs_audit,,120 dias; 60 dias; 90 dias; 180 dias; 360 dias; habilitação
917879,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,D,needs_audit,,
921198,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,B,needs_audit,,habilitação
937073,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,C,needs_audit,,habilitação
945656,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,D,needs_audit,,categoria d; habilitação; motofrete
970023,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,E,needs_audit,,
986274,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,C,needs_audit,,Resolução n. 205
1018630,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,E,needs_audit,,dimensões
1091826,True,outdated_verified_generate_current_law_card,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,E,verified,E,capacete; viseira
1112246,True,outdated_verified_generate_current_law_card,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,A,verified,A,capacete; viseira
1114480,True,outdated_verified_generate_current_law_card,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,E,verified,E,capacete; viseira
1114772,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,,needs_audit,,69%; 65%; capacete; sinalização
1119061,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,A,needs_audit,,Resolução CONTRAN nº 356; motofrete; peso; dimensões
1119572,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,C,needs_audit,,motofrete
1140616,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,C,needs_audit,,
1171405,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,E,needs_audit,,
1176135,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,A,needs_audit,,peso
1290659,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,B,needs_audit,,90 dias; 180 dias; 60 dias; habilitação
1295470,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,D,needs_audit,,resolução nº 667
1336580,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,E,needs_audit,,180 dias; Resolução N.º 360/2010; habilitação; infração
1371128,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,B,needs_audit,,
1473815,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,B,needs_audit,,
1498075,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,E,needs_audit,,
1498077,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,D,needs_audit,,Resolução n.º 292/2008
1498079,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,E,needs_audit,,30%; Resolução n.º 292/2008
1498081,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,
1498083,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,
1498084,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,
1498085,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,
1498087,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,
1503689,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 92
1503690,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 92
1503691,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 92
1503692,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 92
1503693,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 92
1503694,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 92
1503695,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 92
1503696,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 92
1503697,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 92
1503698,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 92
1503699,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 92
1503700,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 92
1508607,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 349; peso
1508608,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 349; peso; dimensões
1508610,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 349
1508615,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 349; sinalização
1508616,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 349; sinalização
1508618,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 349; sinalização
1508620,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 349
1508622,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 349
1508625,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 349
1508626,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 349
1508628,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 349
1508629,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 349
1508664,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 360; habilitação
1508665,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 360; habilitação
1508666,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 360; habilitação
1508667,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 360; habilitação
1508668,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 360; habilitação
1508670,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 360; habilitação
1508671,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 360; habilitação; infração
1508673,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 360; habilitação; infração
1508677,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 360; habilitação; infração
1508679,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 360; habilitação; infração
1508790,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 441
1508791,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 441
1508793,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 441
1508796,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 441
1508799,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 441
1508801,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 441
1508806,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 441; dimensões
1515766,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 552
1515768,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 552
1515770,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 552; peso
1515773,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 552
1515775,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 552
1515777,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 552
1515779,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 552
1515781,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 552
1515785,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 552
1515880,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 667
1515881,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 667; sinalização
1515882,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 667
1515883,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 667
1515885,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 667
1515886,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 667; sinalização
1515887,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 667
1515888,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 667
1515889,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 667
1515955,True,outdated_discard_do_not_generate_study_card,Demais Resoluções CONTRAN,CERTO_ERRADO,CERTO,discard,,Resolução Contran nº 806
1577629,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,E,needs_audit,,50%
1577976,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,B,needs_audit,,categoria A; Resolução nº 356/2010; habilitação; dimensões
1577985,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,D,needs_audit,,película; infração; gravíssima; multa; capacete; viseira; sinalização
1611242,True,outdated_discard_do_not_generate_study_card,Demais Resoluções CONTRAN,CERTO_ERRADO,C,discard,,
1611252,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,C,needs_audit,,
1611254,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,C,needs_audit,,
1611255,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,E,needs_audit,,
1611263,True,outdated_discard_do_not_generate_study_card,Demais Resoluções CONTRAN,CERTO_ERRADO,C,discard,,peso
1611267,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,C,needs_audit,,
1611268,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,CERTO_ERRADO,E,needs_audit,,peso
1701319,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,D,needs_audit,,30 dias; 60 dias; 90 dias; 180 dias; habilitação
1752806,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,C,needs_audit,,Resolução nº. 556/2015
1829457,True,outdated_discard_do_not_generate_study_card,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,E,discard,,Resolução CONTRAN nº 806
1829627,True,outdated_needs_current_law_audit_before_publish,Demais Resoluções CONTRAN,MULTIPLA_ESCOLHA,A,needs_audit,,Resolução nº 292/2008
254757,True,outdated_needs_current_law_audit_before_publish,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),CERTO_ERRADO,CERTO,needs_audit,,5%; multa
300182,True,outdated_needs_current_law_audit_before_publish,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),MULTIPLA_ESCOLHA,,needs_audit,,30 dias; 15 dias; 60 dias; 45 dias; 90 dias
886433,True,outdated_needs_current_law_audit_before_publish,Disposições Finais e Transitórias do CTB (arts. 313 a 341 da Lei nº 9.503/1997),MULTIPLA_ESCOLHA,B,needs_audit,,4 anos; 5 anos
1504179,True,outdated_needs_current_law_audit_before_publish,Do Licenciamento (arts. 130 e 135 da Lei nº 9.503/1997),MULTIPLA_ESCOLHA,D,needs_audit,,
1505488,True,outdated_needs_current_law_audit_before_publish,Do Licenciamento (arts. 130 e 135 da Lei nº 9.503/1997),MULTIPLA_ESCOLHA,A,needs_audit,,
1574048,True,outdated_needs_current_law_audit_before_publish,Do Licenciamento (arts. 130 e 135 da Lei nº 9.503/1997),CERTO_ERRADO,CERTO,needs_audit,,
2074210,True,outdated_needs_current_law_audit_before_publish,Do Licenciamento (arts. 130 e 135 da Lei nº 9.503/1997),MULTIPLA_ESCOLHA,D,needs_audit,,multa
27889,True,outdated_needs_current_law_audit_before_publish,Do Sistema Nacional de Trânsito (arts. 5º a 25 da Lei nº 9.503/1997),MULTIPLA_ESCOLHA,C,needs_audit,,multa; remoção
28216,True,outdated_needs_current_law_audit_before_publish,Dos Veículos (arts. 96 a 117 da Lei nº 9.503/1997),CERTO_ERRADO,CERTO,needs_audit,,
28341,True,outdated_needs_current_law_audit_before_publish,Lei nº 9.654/1998 - Carreira do Policial Rodoviário,MULTIPLA_ESCOLHA,,needs_audit,,
1090476,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 1.017/2024 - Critérios para o Registro e Circulação em Vias Públicas de Tratores e Outros,MULTIPLA_ESCOLHA,B,needs_audit,,habilitação; multa; sinalização
1090481,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 1.017/2024 - Critérios para o Registro e Circulação em Vias Públicas de Tratores e Outros,MULTIPLA_ESCOLHA,C,needs_audit,,
1307217,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 1.017/2024 - Critérios para o Registro e Circulação em Vias Públicas de Tratores e Outros,MULTIPLA_ESCOLHA,A,needs_audit,,Resolução nº 587/2016
1502325,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 1.017/2024 - Critérios para o Registro e Circulação em Vias Públicas de Tratores e Outros,MULTIPLA_ESCOLHA,A,needs_audit,,Resolução CONTRAN Nº 587
1503685,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 24/1998 - Critério de Identificação de Veículos,CERTO_ERRADO,CERTO,needs_audit,,Resolução Contran nº 24
305789,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 514/2014 - Política Nacional de Trânsito,MULTIPLA_ESCOLHA,,needs_audit,,
480658,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 514/2014 - Política Nacional de Trânsito,MULTIPLA_ESCOLHA,B,needs_audit,,multa
1165402,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 514/2014 - Política Nacional de Trânsito,MULTIPLA_ESCOLHA,B,needs_audit,,Resolução nº 166
1701359,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 514/2014 - Política Nacional de Trânsito,MULTIPLA_ESCOLHA,D,needs_audit,,
1042258,True,outdated_needs_current_law_audit_before_publish,"Resolução CONTRAN nº 623/2016 - Remoção, Custódia e Leilão de Veículos Removidos e Recolhidos",MULTIPLA_ESCOLHA,,needs_audit,,RESOLUÇÃO Nº 53; Art. 2º
957433,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 723/2018 - Processo de suspensão e cassação do direito de dirigir,MULTIPLA_ESCOLHA,B,needs_audit,,Resolução nº 723/2018; habilitação
1974475,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 809/2020 - CRLV-e e ATPV-e,MULTIPLA_ESCOLHA,B,needs_audit,,multa
28253,True,outdated_verified_generate_current_law_card,Resolução CONTRAN nº 819/2021 - Transporte de Crianças em Veículos,CERTO_ERRADO,ERRADO,verified,ERRADO,8 anos; infração; gravíssima; multa; retenção
194066,True,outdated_verified_generate_current_law_card,Resolução CONTRAN nº 819/2021 - Transporte de Crianças em Veículos,MULTIPLA_ESCOLHA,E,verified,E,10 anos; art. 168; infração; grave; gravíssima; multa; retenção
707056,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 819/2021 - Transporte de Crianças em Veículos,CERTO_ERRADO,C,needs_audit,,Resolução n.º 277/2008; peso
935300,True,outdated_verified_generate_current_law_card,Resolução CONTRAN nº 819/2021 - Transporte de Crianças em Veículos,MULTIPLA_ESCOLHA,B,verified,B,1 ano; 4 anos; 7 anos; 10 anos
1076015,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 819/2021 - Transporte de Crianças em Veículos,MULTIPLA_ESCOLHA,A,needs_audit,,Resolução nº 277/08; retenção
1091830,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 819/2021 - Transporte de Crianças em Veículos,MULTIPLA_ESCOLHA,D,needs_audit,,8 anos; retenção
1114484,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 819/2021 - Transporte de Crianças em Veículos,MULTIPLA_ESCOLHA,D,needs_audit,,8 anos; retenção
1388741,True,outdated_verified_generate_current_law_card,Resolução CONTRAN nº 819/2021 - Transporte de Crianças em Veículos,MULTIPLA_ESCOLHA,A,verified,A,4 anos
1415322,True,outdated_verified_generate_current_law_card,Resolução CONTRAN nº 819/2021 - Transporte de Crianças em Veículos,MULTIPLA_ESCOLHA,D,verified,D,retenção; peso
1969146,True,outdated_verified_generate_current_law_card,Resolução CONTRAN nº 819/2021 - Transporte de Crianças em Veículos,MULTIPLA_ESCOLHA,D,verified,D,14 anos; retenção
2002415,True,outdated_verified_generate_current_law_card,Resolução CONTRAN nº 819/2021 - Transporte de Crianças em Veículos,MULTIPLA_ESCOLHA,B,verified,B,10 anos; 6 anos; 7 anos; 8 anos; 9 anos; retenção
207044,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 882/2021 - Limites de Peso e Dimensões que Transitem por Vias Terrestres,CERTO_ERRADO,E,needs_audit,,10%; peso
207045,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 882/2021 - Limites de Peso e Dimensões que Transitem por Vias Terrestres,CERTO_ERRADO,E,needs_audit,,5%; peso
207048,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 882/2021 - Limites de Peso e Dimensões que Transitem por Vias Terrestres,CERTO_ERRADO,ERRADO,needs_audit,,peso
778179,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 882/2021 - Limites de Peso e Dimensões que Transitem por Vias Terrestres,CERTO_ERRADO,C,needs_audit,,
1388718,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 882/2021 - Limites de Peso e Dimensões que Transitem por Vias Terrestres,MULTIPLA_ESCOLHA,D,needs_audit,,infração; dimensões; sinalização
1403455,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 882/2021 - Limites de Peso e Dimensões que Transitem por Vias Terrestres,CERTO_ERRADO,ERRADO,needs_audit,,peso; dimensões
1403465,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 882/2021 - Limites de Peso e Dimensões que Transitem por Vias Terrestres,CERTO_ERRADO,E,needs_audit,,peso; dimensões
1503703,True,outdated_needs_current_law_audit_before_publish,Resolução CONTRAN nº 882/2021 - Limites de Peso e Dimensões que Transitem por Vias Terrestres,CERTO_ERRADO,ERRADO,needs_audit,,Resolução Contran nº 210; peso; dimensões
